query_id,query_text,run_name,param_value,rank,dist,chunk_id,chunk_text,relevance
parse_eval2_q001_01,How can I add my own styles to be used across the whole app?,hnsw_ef50_k15,50,1,0.294949918700973,abe16395-6325-49d4-a307-132341bb45ab,"Topic: GlobalStyles
Section: Add global styles in your application

It is recommended to use [CSS modules](https://mantine.dev/styles/css-modules) to apply styles to Mantine components
with `className` prop or with [Styles API](https://mantine.dev/styles/styles-api). CSS modules files names usually
end with `.module.css`, if you want to add global styles to your application, create a file with
`.css` extension but without `.module` part, for example `global.css`.  
In global `.css` files you can reference all Mantine [CSS variables](https://mantine.dev/styles/css-variables) and
change styles of `<body />`, `:root` and other elements. For example, to change body background-color:  
```css
body {
background-color: var(--mantine-color-red-filled);
}
```",
parse_eval2_q001_01,How can I add my own styles to be used across the whole app?,hnsw_ef50_k15,50,2,0.3076824855713167,e3b48d31-7906-43a5-80ca-00ca524932a1,"Topic: Emotion
Section: styles prop

`styles` prop works similar to `sx` prop, but it allows adding styles to all
nested elements of the components that are specified in the Styles API table.
`styles` prop accepts either an object of styles objects or a function that
receives theme, component props, utilities and returns styles object:  
```tsx
import { Button } from '@mantine/core';

function Demo() {
return (
<Button
color=""red""
styles={(theme, { color }, u) => ({
root: {
padding: 10,
backgroundColor: theme.colors[color || 'blue'][7],
color: theme.white,

'&:hover': {
backgroundColor: theme.colors[color || 'blue'][8],
},
},

label: {
[u.light]: {
border: `1px solid ${theme.black}`,
},
[u.dark]: {
border: `1px solid ${theme.white}`,
},
},
})}
>
Button with styles prop
</Button>
);
}
```",
parse_eval2_q001_01,How can I add my own styles to be used across the whole app?,hnsw_ef50_k15,50,3,0.30915499878593533,52324c0a-312a-4395-954e-a4ab7e7a8c8c,"Topic: Emotion
Section: styles in theme

You can add styles to Mantine components with [Styles API](https://mantine.dev/styles/styles-api/) using
Emotion with `styles` prop. Note that to avoid types collisions, you should not use
`Component.extend` method and just pass component configuration object directly.  
```tsx
import { createTheme, MantineTheme, TextProps } from '@mantine/core';
import { EmotionHelpers } from '@mantine/emotion';

export const theme = createTheme({
components: {
Text: {
styles: (
theme: MantineTheme,
_props: TextProps,
u: EmotionHelpers
) => ({
root: {
[u.light]: {
color: theme.colors.blue[7],
},
},
}),
},
},
});
```",
parse_eval2_q001_01,How can I add my own styles to be used across the whole app?,hnsw_ef50_k15,50,4,0.3099546382836855,0c1b3056-616a-4197-be68-5bd91cea9d5c,"Topic: General
Section: I prefer a third-party styles solution, can I use Mantine with it?

All Mantine components are fully compatible with any third-party styling solution and native CSS.
There are two main strategies to apply styles with a third-party library:  
* `className`, `classNames`, `style` and `styles` props
* with static selectors, for example `.mantine-Text-root`  
Example of applying styles with a utility CSS library:  
```tsx
import { TextInput } from '@mantine/core';

function Demo() {
return (
<TextInput
classNames={{
root: 'mt-4',
input: 'bg-red-500 text-white',
}}
/>
);
}
```  
Example of applying styles with global CSS:  
```css
/* styles.css */

/* Note that these styles are not scoped and
will be applied to all TextInput components */
.mantine-TextInput-root {
margin-top: 0.8rem;
}

.mantine-TextInput-input {
background-color: var(--mantine-color-red-filled);
color: var(--mantine-color-white);
}
```  
You can combine both approaches to achieve desired results, for example,
`@emotion/styled` and `styled-components` packages will pass `className` prop to
a given component, and you can use static selectors to style inner elements:  
```tsx
import styled from '@emotion/styled';
import { Slider } from '@mantine/core';

const StyledSlider = styled(Slider)`
& .mantine-Slider-bar {
background-color: var(--mantine-color-pink-5);
}

& .mantine-Slider-thumb {
border-color: var(--mantine-color-pink-5);
background-color: white;
width: 1.5rem;
height: 1.5rem;
}
`;

function Demo() {
return <StyledSlider defaultValue={40} />;
}
```",
parse_eval2_q001_01,How can I add my own styles to be used across the whole app?,hnsw_ef50_k15,50,5,0.31376014266509933,0c3e5f2b-7fe3-4012-acad-cd2ce8a4e27f,"Topic: MantineStyles
Section: Mantine components styles

All Mantine components are built with CSS modules, but all styles are bundled before publishing to npm.
To include these styles, you need to import `@mantine/{package}/styles.css` file in your application.
Example with `@mantine/core` package:  
```tsx
import '@mantine/core/styles.css';
```  
By adding this import, you will have all styles of `@mantine/core` components in your application.",
parse_eval2_q001_01,How can I add my own styles to be used across the whole app?,hnsw_ef50_k15,50,6,0.31628494531865226,5b76a555-ef34-49dc-9e81-02c272d0c6dd,"Topic: Input
Section: Styles on theme

Same as with default props, you can use `Input` and `Input.Wrapper` [Styles API](https://mantine.dev/styles/styles-api/)
on [theme](https://mantine.dev/theming/theme-object/) to add styles to all inputs:  
#### Example: sharedStyles  
```tsx
// Demo.tsx
import { TextInput, NativeSelect, MantineProvider, createTheme, Input } from '@mantine/core';
import classes from './Demo.module.css';

const theme = createTheme({
components: {
Input: Input.extend({
classNames: {
input: classes.input,
},
}),

InputWrapper: Input.Wrapper.extend({
classNames: {
label: classes.label,
},
}),
},
});

function Demo() {
return (
<MantineProvider theme={theme}>
<TextInput label=""Text input"" placeholder=""Text input"" />

<NativeSelect
mt=""md""
label=""Native select""
data={['React', 'Angular', 'Vue', 'Svelte']}
/>
</MantineProvider>
);
}

// Demo.module.css
.label {
background-color: var(--mantine-color-blue-light);
}

.input {
border: 1px solid var(--mantine-color-violet-filled);
}
```",
parse_eval2_q001_01,How can I add my own styles to be used across the whole app?,hnsw_ef50_k15,50,7,0.3168621533499618,5d6d8375-bc91-44cc-a34b-00414bd75517,"Topic: SixToSeven
Section: Global styles

`Global` component and global styles on theme are not available in 7.0. Instead,
create a global stylesheet (`.css` file) and import it in your application entry point.  
```tsx
// 6.x
import { Global } from '@mantine/core';

function Demo() {
return (
<Global
styles={(theme) => ({
'*, *::before, *::after': {
boxSizing: 'border-box',
},

body: {
backgroundColor:
theme.colorScheme === 'dark'
? theme.colors.dark[7]
: theme.white,
color:
theme.colorScheme === 'dark'
? theme.colors.dark[0]
: theme.black,
lineHeight: theme.lineHeight,
},

'.your-class': {
backgroundColor: 'red',
},

'#your-id > [data-active]': {
backgroundColor: 'pink',
},
})}
/>
);
}
```  
```scss
/* 7.0 */
/* src/index.css */
*,
*::before,
*::after {
box-sizing: border-box;
}

body {
background-color: light-dark(
var(--mantine-color-white),
var(--mantine-color-dark-7)
);
color: light-dark(
var(--mantine-color-black),
var(--mantine-color-white)
);
line-height: var(--mantine-line-height);
}

.your-class {
background-color: red;
}

#your-id > [data-active] {
background-color: pink;
}
```",
parse_eval2_q001_01,How can I add my own styles to be used across the whole app?,hnsw_ef50_k15,50,8,0.31878899400073024,f57d97ef-6fa4-4c3f-a9db-a878fcd563bb,"Topic: General
Section: How Mantine styles work

All `@mantine/*` packages that include styles export `@mantine/*/styles.css`
file which includes all the styles for the package.
These files are handled by your framework/build tool (Next.js, Vite, React Router, etc.)
and included in the final bundle.  
Most of Mantine styles (99%+) have low specificity (class selectors) to allow
easy customization and overrides.",
parse_eval2_q001_01,How can I add my own styles to be used across the whole app?,hnsw_ef50_k15,50,9,0.3187960559821702,e7c2fab6-b9bf-4ad6-b28d-0b467ca41b8c,"Topic: CSSModules
Section: Styling Mantine components without CSS modules

All Mantine components are fully compatible with any third-party styling solution and native CSS.
There are two main strategies to apply styles with a third-party library:  
* `className`, `classNames`, `style` and `styles` props
* with static selectors, for example `.mantine-Text-root`  
Example of applying styles with a utility CSS library:  
```tsx
import { TextInput } from '@mantine/core';

function Demo() {
return (
<TextInput
classNames={{
root: 'mt-4',
input: 'bg-red-500 text-white',
}}
/>
);
}
```  
Example of applying styles with global CSS:  
```css
/* styles.css */

/* Note that these styles are not scoped and
will be applied to all TextInput components */
.mantine-TextInput-root {
margin-top: 0.8rem;
}

.mantine-TextInput-input {
background-color: var(--mantine-color-red-filled);
color: var(--mantine-color-white);
}
```  
You can combine both approaches to achieve desired results, for example,
`@emotion/styled` and `styled-components` packages will pass `className` prop to
a given component, and you can use static selectors to style inner elements:  
```tsx
import styled from '@emotion/styled';
import { Slider } from '@mantine/core';

const StyledSlider = styled(Slider)`
& .mantine-Slider-bar {
background-color: var(--mantine-color-pink-5);
}

& .mantine-Slider-thumb {
border-color: var(--mantine-color-pink-5);
background-color: white;
width: 1.5rem;
height: 1.5rem;
}
`;",
parse_eval2_q001_01,How can I add my own styles to be used across the whole app?,hnsw_ef50_k15,50,10,0.3220800775122489,331c6399-0fc0-4ed6-b5d9-63baaa240432,"Topic: CSSModules
Section: Adding styles to Mantine components

You can add styles to most of Mantine components using `className` prop
– the same way as you would do with a regular HTML element.
To set properties to your [theme](https://mantine.dev/theming/theme-object) values, you can use [Mantine CSS variables](https://mantine.dev/styles/css-variables):  
#### Example: className  
```tsx
import { Box } from '@mantine/core';
import classes from './Demo.module.css';

function Demo() {
return (
<Box className={classes.box}>
Box component with <span className={classes.highlight}>some styles</span>
</Box>
);
}
```  
To apply styles to inner elements of Mantine components with CSS modules, you can use `classNames` prop
(see [Styles API](https://mantine.dev/styles/styles-api) for more information):  
#### Example: classNames  
```tsx
import { useState } from 'react';
import { TextInput } from '@mantine/core';
import classes from './Demo.module.css';

function Demo() {
const [value, setValue] = useState('');
const [focused, setFocused] = useState(false);
const floating = focused || value.length > 0 || undefined;

return (
<TextInput
label=""Floating label input""
labelProps={{ 'data-floating': floating }}
classNames={{
root: classes.root,
input: classes.input,
label: classes.label,
}}
onFocus={() => setFocused(true)}
onBlur={() => setFocused(false)}
value={value}
onChange={(event) => setValue(event.currentTarget.value)}
/>
);
}
```",
