query_id,chunk_id,relevance
eval2_q001,0675135d-5dc6-4456-890a-0e9e3de3d521,2
eval2_q001,092378dc-9185-4fbf-8afb-cb7ea1ce589a,1
eval2_q001,12002107-37e8-46ad-9cd2-ee751075eaa9,0
eval2_q001,12d83b92-d7a0-47be-883a-b0eeb981be74,0
eval2_q001,1f837915-605a-4775-bd54-3d75e5e5626f,0
eval2_q001,27296001-21e0-4297-a2c0-1ccd2f9135c4,1
eval2_q001,299c2690-956e-4dfb-87fe-266a7fc85ab2,2
eval2_q001,3a1030d0-4518-4593-a55e-0a7e4cf303be,0
eval2_q001,41e08fef-e4fb-4ce1-b678-0337e7899a2c,1
eval2_q001,47d04ab4-7516-42e6-b12a-6aee0aa55d7c,0
eval2_q001,4e400222-92be-4348-9bd4-4055cb0e7b3e,0
eval2_q001,5cdf8b15-6457-43e0-9c22-1b7b75d8c081,1
eval2_q001,66f79561-fe33-49e5-b19d-d6a37810a27a,0
eval2_q001,83e5a116-3c93-4ddc-ad9a-0e2ed3a79b43,0
eval2_q001,850644d6-78d5-464f-bd04-efb1eb740c74,1
eval2_q001,8e777a70-5289-4770-ad83-f206be449423,0
eval2_q001,9305c813-be5e-489e-8138-c7051217c39e,2
eval2_q001,968bb896-1574-4c10-90c4-cde0f0946fd0,2
eval2_q001,aa8420a4-6457-4d3e-a1e8-857ad5073149,0
eval2_q001,abe16395-6325-49d4-a307-132341bb45ab,0
eval2_q001,ada99f74-df60-41b7-b58d-253068891b13,0
eval2_q001,caa2e8d2-fb07-4323-a5cd-75122832986a,1
eval2_q001,e08a2d85-8a49-4d0f-92f3-2e9552bade60,0
eval2_q001,ebe2a797-ba02-481a-a115-da5a327a2789,0
eval2_q001,f6744b6a-c548-4adb-9e77-a5a5fcd7802e,3
eval2_q001,fc674ca7-1ad8-49fd-8515-1253ee3f5e72,0
eval2_q002,0c1b3056-616a-4197-be68-5bd91cea9d5c,0
eval2_q002,107cdcf9-62f2-4140-9600-99225ae69921,0
eval2_q002,10efcc17-9248-40a0-9d2b-1ed2d15fd736,0
eval2_q002,2548c6eb-968e-4602-88d0-becea7bf8b4b,0
eval2_q002,27296001-21e0-4297-a2c0-1ccd2f9135c4,0
eval2_q002,48a77532-8dcb-4260-822d-daedc111c6ec,3
eval2_q002,5b49e9c6-edcc-4800-851c-7033c45c45bb,0
eval2_q002,5d6d8375-bc91-44cc-a34b-00414bd75517,0
eval2_q002,617a8268-2f74-4d60-bafd-671de07d6720,0
eval2_q002,6a779d28-f558-45e4-b43b-ca0b96efd5fd,0
eval2_q002,6bcd1856-5246-4913-a7d5-a0acdbf82f30,0
eval2_q002,6d2d42a7-b7b3-434e-acf1-2f1a2926817f,0
eval2_q002,7b6fa433-4234-4c38-a179-244c389f74a6,0
eval2_q002,8f0ca072-3342-4f70-9cca-41c2c8942d09,0
eval2_q002,9e282d9d-c77e-4567-8474-34e589adb62e,0
eval2_q002,9f468227-4236-4bb9-aedb-a02dfada2b8c,2
eval2_q002,a6aad0fb-caca-484a-8fd5-fb5b27b0cdd4,0
eval2_q002,a6b5a798-94d7-4e79-bd7b-e674c5637c11,0
eval2_q002,abe16395-6325-49d4-a307-132341bb45ab,0
eval2_q002,cafedd4a-71e2-425a-8bb5-5971bd142e30,0
eval2_q002,cb145096-7da4-4f61-ab88-512ad848a30e,0
eval2_q002,cfa908cf-8382-442f-a0c8-17903de6fca0,0
eval2_q002,d695b57b-b87a-4ca4-9c82-53b7a48e6ae0,0
eval2_q002,e9c6babf-0d01-4cf7-a80e-e4b0ff365b82,0
eval2_q002,ed39c2bd-fc79-4419-a05a-713b6a723f23,0
eval2_q002,fc674ca7-1ad8-49fd-8515-1253ee3f5e72,0
eval2_q004,022c363b-08c5-44b3-b4e2-94192de60acb,0
eval2_q004,06fda8f9-5e3d-4582-be63-b53824a2e052,0
eval2_q004,092378dc-9185-4fbf-8afb-cb7ea1ce589a,0
eval2_q004,0c24360d-0d9d-422c-97b3-c29d21939251,1
eval2_q004,115bed3e-3cdd-4e52-bd7a-9841f2bdf88a,0
eval2_q004,12d83b92-d7a0-47be-883a-b0eeb981be74,0
eval2_q004,1a68207d-a2c4-40bc-9ba4-c7bb6136965b,0
eval2_q004,1f837915-605a-4775-bd54-3d75e5e5626f,0
eval2_q004,3aa175cc-28ca-480e-8f24-8b0c26b39c85,3
eval2_q004,48240b20-f413-4580-9772-d5bd4140c71b,0
eval2_q004,67ee1557-0c29-4da3-b591-e5976425f250,1
eval2_q004,82e8faf4-7ba0-4b26-b488-746fbf3d0f99,0
eval2_q004,85e12e1a-59a2-45d3-8a0c-0090ae1f4b3e,0
eval2_q004,9491f630-eae2-4a3d-9fb5-130747b518b5,0
eval2_q004,9e282d9d-c77e-4567-8474-34e589adb62e,0
eval2_q004,9eb441b4-d9ef-4a7a-b30a-b7718cfef8dc,0
eval2_q004,b27b3204-f734-478b-8ebc-485954c4c754,0
eval2_q004,b295af2a-16ee-463b-a879-afa2663b9edf,0
eval2_q004,b2ad74dc-9338-4388-97d9-2f8235b59100,2
eval2_q004,c3446d1c-ad25-4efe-b8cd-4205bec49ca8,1
eval2_q004,ca16b6ac-2802-44f1-9ca8-c859469d2212,1
eval2_q004,d3b6f38f-ef8b-4c9d-af50-4e625e821081,0
eval2_q004,de29656a-7d3b-408a-8007-3a1aecf5e42c,0
eval2_q004,e0ddae02-5969-4802-8fd3-330490f39698,1
eval2_q005,12002107-37e8-46ad-9cd2-ee751075eaa9,0
eval2_q005,12d83b92-d7a0-47be-883a-b0eeb981be74,0
eval2_q005,1f837915-605a-4775-bd54-3d75e5e5626f,0
eval2_q005,1f9f1c26-870c-4f7a-bc6e-5c7f1305fc11,2
eval2_q005,368569a0-95a9-47a1-828c-e4872d1eadd7,0
eval2_q005,3881ed01-4b12-4586-ad67-8a0c10b9410f,0
eval2_q005,462eca27-f91f-4aee-913a-947307855e0c,3
eval2_q005,4ec3f783-f980-40bb-a9c0-f28e249c2737,0
eval2_q005,6a779d28-f558-45e4-b43b-ca0b96efd5fd,0
eval2_q005,6ef54a87-6d10-4574-8d69-7c19675e083c,2
eval2_q005,6f416597-99b7-4f48-9f28-4e1d6221dd00,0
eval2_q005,6fe2de53-91c0-4f10-8284-ee0caf4793a1,0
eval2_q005,753daa4d-a7ad-450d-9073-adc08690a547,0
eval2_q005,769eedbb-a0ae-4965-ab9e-fb3bda5f71dc,0
eval2_q005,7bc85b6a-c0eb-422f-8955-2ed49baa5b10,0
eval2_q005,7dab88ae-e103-4521-9714-e87ae9441f5d,0
eval2_q005,7ea103d2-e561-4419-8305-aed0b4c9a010,0
eval2_q005,99bf298e-cca7-4a0e-89e2-848be2dd8461,0
eval2_q005,abe16395-6325-49d4-a307-132341bb45ab,0
eval2_q005,b32ffa27-06b9-446a-9806-eef2aea49934,1
eval2_q005,bac1e4d3-d10a-4081-8a08-a9e7d360ce80,0
eval2_q005,c6a14a91-ab0d-4bf5-b409-20a2aebe9cf0,0
eval2_q005,e6140292-c274-4afb-ae7c-41aee4515648,0
eval2_q005,ef0d4bf6-f42c-4f86-8565-fc3bcc026742,0
eval2_q005,f022f400-57be-4fbc-86fe-6ad9333afbb1,0
eval2_q005,f406ea3d-de8f-4960-9d20-1bf030599606,0
eval2_q005,f4ff4a37-885d-49af-8591-2fb6d65d70a8,1
eval2_q007,07d2e778-006a-4b73-a95a-95529c409a81,0
eval2_q007,0a94b730-b6ba-41a5-8c17-7c397caf8048,0
eval2_q007,14ca02ed-07aa-4da1-b5b9-52156b0ca147,0
eval2_q007,18e03aeb-b91b-4cc7-9d10-8abfce0d675e,0
eval2_q007,28739a24-9b19-43cb-ba4c-2c27c26a7b4f,0
eval2_q007,2b2fb8e0-5f4b-43e5-9a0e-c2a5f6101772,0
eval2_q007,3305166d-58db-4e4f-a251-6a4215a66aa6,0
eval2_q007,34397b2e-8e33-4062-b376-57cfaf5b1d46,0
eval2_q007,35265d2f-8fbd-42d4-9ff5-6acc230b9cda,3
eval2_q007,39f6d7bb-7ee0-4b68-aa2f-976215edf629,0
eval2_q007,5577cd1e-4ea5-40fe-a7a8-0970d40afd74,3
eval2_q007,5ba13c70-aa34-42f3-9fe7-6dd1bf71b6ed,1
eval2_q007,62c77b3f-b70c-40e4-a816-34ca7cb54a7a,0
eval2_q007,6c2c7fbc-05aa-4167-971a-fdbaa36a91bb,0
eval2_q007,778a3151-fbe2-4810-84ed-606274596ca7,0
eval2_q007,7fa6efc3-aa08-4fe2-8f07-e356f822e3fc,0
eval2_q007,8ceff6dd-40f7-4794-8cfa-3b0fc8691992,0
eval2_q007,ada84152-5deb-4822-980f-f919ec356bb5,0
eval2_q007,bad2b183-ba7c-49cf-924e-14434e8c9f7d,0
eval2_q007,c4e23ef0-77b3-43c4-95d6-4c270952a5ae,0
eval2_q007,c53f699a-b484-457f-aafc-2c58fa0741ea,0
eval2_q007,c6e895d7-bf6e-45af-bcc7-eb8ec9d272dc,0
eval2_q007,c9052073-49f8-4783-b1d4-ce840bc66b98,0
eval2_q007,dbcfa01d-bf85-45f1-a696-38516043c0d1,1
eval2_q007,e1e2f91d-155c-4950-af91-9eb6d003f74e,0
eval2_q009,0675135d-5dc6-4456-890a-0e9e3de3d521,1
eval2_q009,092378dc-9185-4fbf-8afb-cb7ea1ce589a,0
eval2_q009,0b3ccb37-a5b3-4812-9110-b180a2bf88ed,3
eval2_q009,0f2122dc-847c-406e-a18a-bbb7ce358b61,1
eval2_q009,1a02fa1a-7eb6-475e-9793-9a1d24774260,0
eval2_q009,299c2690-956e-4dfb-87fe-266a7fc85ab2,1
eval2_q009,35757784-53a9-43fc-94ef-4a55b380263a,0
eval2_q009,3fb18099-53d9-42f0-bc40-dcae97b4842d,0
eval2_q009,43525368-8d04-4c5e-9dd6-178bc8467a73,0
eval2_q009,4ea3f15c-81d1-4d57-8401-666532d7fd53,2
eval2_q009,4fbdd9c8-39d2-4f08-8642-87ea3c08c774,0
eval2_q009,5cdf75c6-2aa1-43c8-8d9e-f9027b0c7c62,0
eval2_q009,5cdf8b15-6457-43e0-9c22-1b7b75d8c081,0
eval2_q009,7f857570-58da-4041-b4ec-6b610d11892b,0
eval2_q009,83e5a116-3c93-4ddc-ad9a-0e2ed3a79b43,0
eval2_q009,8e5aca3f-fba9-4054-9a31-5a3e2832a6f2,0
eval2_q009,911d9b4e-93d2-4cf0-8fbe-fc1931fb7c24,0
eval2_q009,a5324f81-ed2f-4155-8508-ec1008490fd0,0
eval2_q009,a80e23cc-2239-4797-9c00-d68306b49b6f,0
eval2_q009,b928b659-8d55-46bf-82c5-855ba3ab32ba,0
eval2_q009,c6a14a91-ab0d-4bf5-b409-20a2aebe9cf0,0
eval2_q009,dabc39c6-97eb-481d-9019-513e05263071,0
eval2_q009,deaaf237-2224-453d-8777-f16563b6beaa,1
eval2_q009,fe8cb5a5-ea31-43b0-9a7f-e15ebe33bddd,0
eval2_q010,07d2e778-006a-4b73-a95a-95529c409a81,0
eval2_q010,0c1b3056-616a-4197-be68-5bd91cea9d5c,0
eval2_q010,122d2af6-a201-4988-b561-ba9df67dba97,1
eval2_q010,15823fe6-a0c6-4c02-bbb4-942b066a3857,0
eval2_q010,18e03aeb-b91b-4cc7-9d10-8abfce0d675e,0
eval2_q010,1b370aa6-f18f-4d7b-9c81-5639a6896cac,0
eval2_q010,216f4ddd-3eb2-4e31-a0e0-78d1511bf630,0
eval2_q010,3b9b2596-d93c-4ba2-afbb-54873bb3aa63,0
eval2_q010,5f15a21f-9221-4611-8ee3-debcac680a45,1
eval2_q010,784bc571-bdd4-4ede-b3f7-c954992ccee8,0
eval2_q010,7f321abb-3271-4e76-8c59-0e1ec7fbe94b,0
eval2_q010,885a82e5-dfd3-42d4-af0b-f1040ec1881e,3
eval2_q010,89f2d1ed-dc31-40ce-a078-cb5cc6a2108c,3
eval2_q010,8e5aca3f-fba9-4054-9a31-5a3e2832a6f2,0
eval2_q010,956aca0f-2877-4d22-964a-c559584555fa,0
eval2_q010,aa753b14-9a18-41f1-8447-0dda757036ed,0
eval2_q010,b04df484-61f4-4803-8a22-08d9420b50cc,0
eval2_q010,b8c8613c-7ea3-4597-ac04-43d19255e401,0
eval2_q010,bed4dcb3-fb72-44c2-98c2-c6efe732c529,0
eval2_q010,e7c2fab6-b9bf-4ad6-b28d-0b467ca41b8c,0
eval2_q010,ea2c2c86-73f0-414f-ae0d-b47ba0b5126f,0
eval2_q010,eaa06e91-737f-4bd3-8ffa-fd376bec5cc4,0
eval2_q010,f57d97ef-6fa4-4c3f-a9db-a878fcd563bb,0
eval2_q010,f773e7a3-d1b5-4535-99e4-06674d6f9f20,0
eval2_q012,07c91b10-6c8f-4101-aa4f-3f133f3d4a8f,0
eval2_q012,12d83b92-d7a0-47be-883a-b0eeb981be74,0
eval2_q012,13fa71e9-3acb-4aea-a395-0c096e0ccbda,0
eval2_q012,2587962a-e3f7-4632-8775-59a302ff760f,0
eval2_q012,2a5ebe1d-d0cf-4f05-8d76-5ec3aab9461e,0
eval2_q012,2ff9a6b3-2ca6-4803-8790-63ef66a1a7ef,0
eval2_q012,49362e48-ae62-4e20-bae4-3df1b569da51,0
eval2_q012,5b61f258-57f8-40d2-87b6-1bdc373eecdf,0
eval2_q012,5c7da916-acdc-47c6-8e6f-7181d95dda78,2
eval2_q012,60298455-ae88-4ea8-aa12-1d66d4e6da12,0
eval2_q012,7b218a1c-a30a-4c3f-a968-590f94cfc3c8,0
eval2_q012,8077933d-bf49-4bf7-a03d-5a969783c880,0
eval2_q012,82e04b83-0726-4653-87a5-c9ea9046e72f,0
eval2_q012,96c62719-0510-4312-bc0a-2dc3ec7b8ff2,1
eval2_q012,a0816700-09c0-46c8-bd2f-9db23c0c6990,0
eval2_q012,aaaa2652-88e4-491d-9687-a7ffc12bb30b,0
eval2_q012,af0102ac-e3ec-48d0-8f6a-ae64fe67d02f,0
eval2_q012,b6b3c8b5-f5ad-4e74-ba3a-7770d42879f0,3
eval2_q012,c19878a1-13df-4fd9-b8f5-109cb7575494,1
eval2_q012,c4c40882-8aa1-4f94-ad7c-a4d577463af0,0
eval2_q012,dd81e5f3-931f-46a2-bf21-b0512d599007,0
eval2_q012,f849f978-d6b4-4610-98ca-36a8653e3e8b,0
eval2_q014,07d2e778-006a-4b73-a95a-95529c409a81,0
eval2_q014,0a20c0d1-515a-42ac-9279-0d6fb1bcb0bd,0
eval2_q014,0d6b8b9c-30b7-4848-b777-6346400f4930,0
eval2_q014,0ea8c15d-6398-4c66-8931-38c613fc91de,0
eval2_q014,12002107-37e8-46ad-9cd2-ee751075eaa9,0
eval2_q014,12d83b92-d7a0-47be-883a-b0eeb981be74,0
eval2_q014,1b6b2f3b-58fd-492d-a7d6-a1e2017fbebb,0
eval2_q014,1f8d572a-ee0d-4501-9c75-98b2a38302d8,3
eval2_q014,2a5ccfc0-fb9c-4a02-afaf-8686b6a53cb0,0
eval2_q014,31d9d91f-10af-4732-81cd-5bcdcd57f1f3,2
eval2_q014,3852ed4c-9e90-40d3-8c99-1a757ac6a8d2,0
eval2_q014,39793647-c59b-4ee5-8810-27bf1dbdc1fc,0
eval2_q014,47d04ab4-7516-42e6-b12a-6aee0aa55d7c,0
eval2_q014,4acb898e-becb-40dc-95ac-1899087ffa1f,1
eval2_q014,50fd4fa7-4f7a-4be0-abdb-b3518de6faa3,0
eval2_q014,53646216-8541-4af5-bacd-c080c3390460,0
eval2_q014,5cdf8b15-6457-43e0-9c22-1b7b75d8c081,0
eval2_q014,7455370d-2940-4e6d-8482-80020b597851,0
eval2_q014,7f21a50c-d2d3-42db-8282-6a0e72eafc0b,0
eval2_q014,8e777a70-5289-4770-ad83-f206be449423,0
eval2_q014,9fc70b96-d1a7-466b-b969-3daf1d8a81fc,0
eval2_q014,af04e459-6e24-426c-b3e2-2dafc94825f2,0
eval2_q014,d7787c2f-e1a9-4b44-be1a-e16b898f8e04,0
eval2_q014,db4c26bb-ff2d-402e-9502-9cece1bbc931,1
eval2_q014,e08a2d85-8a49-4d0f-92f3-2e9552bade60,0
eval2_q014,e86180bf-1d8c-428e-a45d-48eef2272940,0
eval2_q014,f15de2c4-0a90-4192-8b5a-52b7cae48a46,1
eval2_q016,12d83b92-d7a0-47be-883a-b0eeb981be74,0
eval2_q016,14ca02ed-07aa-4da1-b5b9-52156b0ca147,0
eval2_q016,15b25006-677e-4da4-9986-7c6e414a6b10,0
eval2_q016,1cdad156-a6e5-4ba6-b1f1-7c59027ad4bc,0
eval2_q016,4f7d59f5-ce64-4b54-ab0b-b3608e05be27,0
eval2_q016,52273f35-41a7-44aa-9e02-09ca6e66490c,0
eval2_q016,5577cd1e-4ea5-40fe-a7a8-0970d40afd74,0
eval2_q016,5ba13c70-aa34-42f3-9fe7-6dd1bf71b6ed,3
eval2_q016,5de224a1-1f29-4ea9-b17f-95fb7a5d7d16,0
eval2_q016,62c77b3f-b70c-40e4-a816-34ca7cb54a7a,0
eval2_q016,639fd17d-4fca-48ca-b6a4-e1e8a56a3659,0
eval2_q016,6adc897b-619e-4cac-b6cc-031314186030,0
eval2_q016,7761cdd0-b8d4-4573-8228-ae72bdd22b32,0
eval2_q016,7fa6efc3-aa08-4fe2-8f07-e356f822e3fc,0
eval2_q016,9cc4f652-947d-4bc7-86c9-46edafb76af8,0
eval2_q016,ada84152-5deb-4822-980f-f919ec356bb5,0
eval2_q016,b67d297a-80dd-4d74-aedc-43beac0fc905,0
eval2_q016,bad2b183-ba7c-49cf-924e-14434e8c9f7d,0
eval2_q016,c4e23ef0-77b3-43c4-95d6-4c270952a5ae,2
eval2_q016,c9052073-49f8-4783-b1d4-ce840bc66b98,0
eval2_q016,cc225b5c-dc27-4216-b4a4-998be3ebdc6b,0
eval2_q016,cde727ab-afa3-4a8d-b7ab-5cf25b989b57,0
eval2_q016,dbcfa01d-bf85-45f1-a696-38516043c0d1,3
eval2_q016,e1e2f91d-155c-4950-af91-9eb6d003f74e,0
eval2_q016,f0c22a49-3a10-4694-b048-3dc8bd9bdf42,0
